item_no,item,unit,category,city,price,month,year,month_year,year_label
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3400.69,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3299.27,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3107.14,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3346.67,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3382.16,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3243.57,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3297.85,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3297.85,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3249.62,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3266.39,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3300.0,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3300.0,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3482.94,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3601.04,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,3375.52,2,2026,2026-02,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bahawalpur,4030.66,3,2026,2026-03,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3146.13,4,2023,2023-04,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3123.89,5,2023,2023-05,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2522.36,6,2023,2023-06,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2387.14,7,2023,2023-07,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2688.84,8,2023,2023-08,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3000.0,9,2023,2023-09,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3037.22,10,2023,2023-10,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2989.77,11,2023,2023-11,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3050.0,12,2023,2023-12,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3161.82,1,2024,2024-01,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3243.175,2,2024,2024-02,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3324.53,3,2024,2024-03,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3132.44,4,2024,2024-04,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2735.5,5,2024,2024-05,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2698.99,6,2024,2024-06,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3000.0,7,2024,2024-07,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2989.93,8,2024,2024-08,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2924.68,9,2024,2024-09,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2900.0,10,2024,2024-10,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3182.32,11,2024,2024-11,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3232.99,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3215.24,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3011.81,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3123.96,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3182.85,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3041.0,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2899.31,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2899.31,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2757.89,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2874.53,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,2839.58,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3020.89,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3349.81,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3357.86,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3449.64,2,2026,2026-02,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Bannu,3971.27,3,2026,2026-03,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3327.25,4,2023,2023-04,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3171.43,5,2023,2023-05,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,2622.77,6,2023,2023-06,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,2479.5,7,2023,2023-07,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,2852.11,8,2023,2023-08,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3079.05,9,2023,2023-09,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3103.33,10,2023,2023-10,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3086.69,11,2023,2023-11,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3174.7,12,2023,2023-12,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3421.88,1,2024,2024-01,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3399.775,2,2024,2024-02,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3377.67,3,2024,2024-03,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3236.85,4,2024,2024-04,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,2844.21,5,2024,2024-05,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,2877.07,6,2024,2024-06,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3120.59,7,2024,2024-07,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3126.45,8,2024,2024-08,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,2903.02,9,2024,2024-09,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3171.96,10,2024,2024-10,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3580.77,11,2024,2024-11,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3502.5,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3392.48,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3062.59,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3318.1,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3380.49,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3395.15,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3287.53,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3287.53,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3091.46,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3150.0,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3150.0,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3205.99,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3643.75,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3688.04,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,3731.61,2,2026,2026-02,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Faisalabad,4315.16,3,2026,2026-03,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3548.9,4,2023,2023-04,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3464.81,5,2023,2023-05,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,2821.47,6,2023,2023-06,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,2557.04,7,2023,2023-07,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,2932.02,8,2023,2023-08,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3237.99,9,2023,2023-09,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3335.07,10,2023,2023-10,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3313.75,11,2023,2023-11,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3325.49,12,2023,2023-12,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3509.52,1,2024,2024-01,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3518.635,2,2024,2024-02,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3527.75,3,2024,2024-03,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3351.54,4,2024,2024-04,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,2905.25,5,2024,2024-05,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,2881.58,6,2024,2024-06,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3151.0,7,2024,2024-07,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3173.87,8,2024,2024-08,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3151.0,9,2024,2024-09,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3242.84,10,2024,2024-10,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3683.79,11,2024,2024-11,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3772.6,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3557.87,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3268.0,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3501.0,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3501.0,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3381.21,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3265.16,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3265.16,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3179.65,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3208.97,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3220.69,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3384.88,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3734.0,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3780.39,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,3772.72,2,2026,2026-02,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Gujranwala,4419.25,3,2026,2026-03,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3350.22,4,2023,2023-04,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3108.25,5,2023,2023-05,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2610.27,6,2023,2023-06,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2512.02,7,2023,2023-07,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2884.4,8,2023,2023-08,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3082.3,9,2023,2023-09,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3072.23,10,2023,2023-10,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3109.66,11,2023,2023-11,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3150.54,12,2023,2023-12,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3252.61,1,2024,2024-01,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3332.53,2,2024,2024-02,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3412.45,3,2024,2024-03,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3227.19,4,2024,2024-04,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2653.29,5,2024,2024-05,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2372.27,6,2024,2024-06,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2372.27,7,2024,2024-07,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2372.27,8,2024,2024-08,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3143.03,9,2024,2024-09,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3294.07,10,2024,2024-10,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3255.24,11,2024,2024-11,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3315.73,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3329.33,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3004.59,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3154.78,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3218.46,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3170.06,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3177.35,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3177.35,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,2965.57,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3131.8,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3004.25,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3043.0,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3072.61,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3416.25,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,3432.1,2,2026,2026-02,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Hyderabad,4131.51,3,2026,2026-03,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3474.91,4,2023,2023-04,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3358.85,5,2023,2023-05,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,2707.33,6,2023,2023-06,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,2479.18,7,2023,2023-07,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,2894.32,8,2023,2023-08,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3219.71,9,2023,2023-09,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3324.91,10,2023,2023-10,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3278.43,11,2023,2023-11,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3448.08,12,2023,2023-12,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3535.67,1,2024,2024-01,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3513.45,2,2024,2024-02,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3491.23,3,2024,2024-03,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3432.65,4,2024,2024-04,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3008.05,5,2024,2024-05,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,2976.56,6,2024,2024-06,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3224.32,7,2024,2024-07,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3388.98,8,2024,2024-08,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3373.98,9,2024,2024-09,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3444.34,10,2024,2024-10,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3580.86,11,2024,2024-11,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3649.79,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3576.52,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3402.16,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3408.03,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3546.26,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3424.03,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3282.24,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3282.24,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3062.32,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3174.56,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3244.79,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3337.76,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3695.46,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3728.42,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,3798.0,2,2026,2026-02,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Islamabad,4293.55,3,2026,2026-03,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3351.57,4,2023,2023-04,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3224.45,5,2023,2023-05,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2674.59,6,2023,2023-06,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2499.47,7,2023,2023-07,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2899.04,8,2023,2023-08,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3147.51,9,2023,2023-09,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3109.4,10,2023,2023-10,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3070.8,11,2023,2023-11,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3112.72,12,2023,2023-12,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3189.73,1,2024,2024-01,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3262.405,2,2024,2024-02,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3335.08,3,2024,2024-03,Year1
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3166.4,4,2024,2024-04,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2676.92,5,2024,2024-05,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2859.42,6,2024,2024-06,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2990.5,7,2024,2024-07,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3026.42,8,2024,2024-08,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2938.75,9,2024,2024-09,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3065.67,10,2024,2024-10,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3237.11,11,2024,2024-11,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3284.05,12,2024,2024-12,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3239.72,1,2025,2025-01,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2966.23,2,2025,2025-02,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3174.08,3,2025,2025-03,Year2
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3167.27,4,2025,2025-04,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2888.47,5,2025,2025-05,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2864.94,6,2025,2025-06,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2864.94,7,2025,2025-07,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2697.7,8,2025,2025-08,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2933.28,9,2025,2025-09,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,2853.22,10,2025,2025-10,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3008.79,11,2025,2025-11,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3311.72,12,2025,2025-12,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3313.29,1,2026,2026-01,Year3
49,LPG 11.67 kg Cylinder,Each,"Fuel, Transport & Misc",Karachi,3400.61,2,2026,2026-02,Year3
